"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"JGH","JADE GAS HOLDINGS LIMITED","1995-02-13","Materials",81029889
"JHG","JANUS HENDERSON GROUP PLC","2008-10-27","Diversified Financials",8946407384
"JHX","JAMES HARDIE INDUSTRIES PLC","2001-10-15","Materials",20523444403
"JIN","JUMBO INTERACTIVE LIMITED","1972-06-14","Consumer Services",1103013331
"JLG","JOHNS LYNG GROUP LIMITED","2017-10-26","Capital Goods",1943697915
"JMS","JUPITER MINES LIMITED.","2018-04-18","Materials",421183072
"JNO","JUNO MINERALS LIMITED","2021-05-14","Materials",12963510
"JPR","JUPITER ENERGY LIMITED","2003-11-12","Energy",5214842
"JRL","JINDALEE RESOURCES LIMITED","2002-07-11","Materials",147162788
"JRV","JERVOIS GLOBAL LIMITED","1980-12-01","Materials",1124323338
"JTL","JAYEX TECHNOLOGY LIMITED","2015-12-17","Health Care Equipment & Services",3987657
"JXT","JAXSTA LTD","2010-09-21","Software & Services",9592190
"JYC","JOYCE CORPORATION LTD","1986-12-17","Retailing",94274018
"K2F","K2FLY LIMITED","2008-02-19","Software & Services",31071834
"KAI","KAIROS MINERALS LIMITED","1973-05-30","Materials",45128150
"KAL","KALGOORLIE GOLD MINING LIMITED","2021-11-17","Materials",13397363
"KAM","K2 ASSET MANAGEMENT HOLDINGS LTD","2007-11-29","Diversified Financials",14947282
"KAR","KAROON ENERGY LTD","2004-06-08","Energy",1090483024
"KAT","KATANA CAPITAL LIMITED","2005-12-23","Not Applic",39506837
"KAU","KAISER REEF LIMITED","2020-02-28","Materials",28182247
"KBC","KEYBRIDGE CAPITAL LIMITED","1999-12-23","Diversified Financials",20006757
"KCC","KINCORA COPPER LIMITED","2021-03-30","Materials",16301929
"KCN","KINGSGATE CONSOLIDATED LIMITED.","1988-04-21","Materials",296569407
"KED","KEYPATH EDUCATION INTERNATIONAL INC.","2021-06-02","Consumer Services",530968918
"KEY","KEY PETROLEUM LIMITED","2007-04-26","Energy",4919820
"KFE","KOGI IRON LIMITED","1987-01-16","Materials",10548622
"KFM","KINGFISHER MINING LTD","2020-12-11","Materials",9717500
"KGD","KULA GOLD LIMITED","2010-11-16","Materials",8822201
"KGL","KGL RESOURCES LIMITED","2005-03-17","Materials",188311206
"KGM","KALNORTH GOLD MINES LIMITED","2005-01-20","Materials","N/A"
"KGN","KOGAN.COM LTD","2016-07-07","Retailing",637053726
"KIL","KILAND LTD","2002-07-08","Materials",59347977
"KIN","KIN MINING NL","2013-10-02","Materials",90944064
"KKC","KKR CREDIT INCOME FUND","2019-11-21","Not Applic",795500000
"KKO","KINETIKO ENERGY LTD","2011-07-21","Energy",53229511
"KLI","KILLI RESOURCES LIMITED","2022-02-10","Class Pend",19760000
"KLL","KALIUM LAKES LIMITED","2016-12-22","Materials",129988344
"KLO","KINGSLAND GLOBAL LTD","2015-12-11","Real Estate",9720000
"KLR","KAILI RESOURCES LIMITED","1997-03-06","Energy",3979810
"KLS","KELSIAN GROUP LIMITED","2013-10-16","Consumer Services",1587761079
"KMD","KATHMANDU HOLDINGS LIMITED","2009-11-13","Retailing",886251730
"KME","KIP MCGRATH EDUCATION CENTRES LIMITED","2003-08-15","Consumer Services",56519331
"KMT","KOPORE METALS LIMITED","2011-07-01","Materials",15441556
"KNB","KOONENBERRY GOLD LIMITED","2021-09-28","Materials",14369891
"KNI","KUNIKO LIMITED","2021-08-24","Materials",49420437
"KNM","KNEOMEDIA LIMITED","1987-06-24","Media & Entertainment",16843764
"KNO","KNOSYS LIMITED","2015-09-09","Software & Services",23775257
"KOR","KORAB RESOURCES LIMITED","2005-08-31","Materials",16517250
"KOV","KORVEST LTD","1970-09-17","Capital Goods",77787632
"KP2","KORE POTASH PLC","2017-11-07","Materials",55695658
"KPG","KELLY PARTNERS GROUP HOLDINGS LIMITED","2017-06-21","Commercial & Professional Services",238950000
"KPO","KALINA POWER LIMITED","1971-08-02","Utilities",30235560
"KRM","KINGSROSE MINING LIMITED","2007-12-07","Materials",53216383
"KRR","KING RIVER RESOURCES LIMITED","2007-09-21","Materials",38838124
"KSC","K & S CORPORATION LIMITED","1971-08-25","Transportation",231362063
"KSL","KINA SECURITIES LIMITED","2015-07-30","Banks",249634233
"KSN","KINGSTON RESOURCES LIMITED","1987-03-05","Materials",68106957
"KSS","KLEOS SPACE S.A","2018-08-24","Commercial & Professional Services",115442205
"KTA","KRAKATOA RESOURCES LIMITED","2012-12-28","Materials",13261946
"KTG","K-TIG LIMITED","2012-11-01","Capital Goods",59766716
"KWR","KINGWEST RESOURCES LIMITED","2018-08-24","Materials",43735145
"KYK","KYCKR LIMITED","2016-09-07","Software & Services",23385593
"KZA","KAZIA THERAPEUTICS LIMITED","1994-09-01","Pharmaceuticals, Biotechnology & Life Sciences",137318697
"KZR","KALAMAZOO RESOURCES LIMITED","2017-01-16","Materials",45010256
"LAM","LARAMIDE RESOURCES LTD","2013-04-30","Energy",123619090
"LAN","LANYON INVESTMENT COMPANY LIMITED","2015-12-01","Not Applic","N/A"
"LAU","LINDSAY AUSTRALIA LIMITED","1994-07-05","Transportation",135370899
"LAW","LAWFINANCE LIMITED","2000-05-12","Diversified Financials",17123711
"LBL","LASERBOND LIMITED","2007-12-17","Capital Goods",90547154
"LBT","LBT INNOVATIONS LIMITED","2006-07-31","Health Care Equipment & Services",27831434
"LBY","LAYBUY GROUP HOLDINGS LIMITED","2020-09-07","Software & Services",25481920
"LCE","LONDON CITY EQUITIES LIMITED","1987-03-06","Diversified Financials",15325547
"LCK","LEIGH CREEK ENERGY LIMITED","2005-03-17","Energy",125673389
"LCL","LOS CERROS LIMITED","2007-10-02","Materials",70236799
"LCT","LIVING CELL TECHNOLOGIES LIMITED","2004-09-01","Pharmaceuticals, Biotechnology & Life Sciences",5141819
"LCY","LEGACY IRON ORE LIMITED","2008-07-08","Materials",115322872
"LDR","LODE RESOURCES LTD","2021-07-02","Materials",13194390
"LDX","LUMOS DIAGNOSTICS HOLDINGS LIMITED","2021-07-05","Health Care Equipment & Services",96497266
"LEG","LEGEND MINING LIMITED","1995-08-25","Materials",187349229
"LEL","LITHIUM ENERGY LIMITED","2021-05-19","Materials",70408800
"LER","LEAF RESOURCES LTD","1999-01-05","Materials","N/A"
"LEX","LEFROY EXPLORATION LIMITED","1991-09-05","Materials",47409267
"LFG","LIBERTY FINANCIAL GROUP","2020-12-15","Banks",1396560000
"LFS","LATITUDE GROUP HOLDINGS LIMITED","2021-04-20","Diversified Financials",2076923076
"LGL","LYNCH GROUP HOLDINGS LIMITED","2021-04-06","Food, Beverage & Tobacco",358874369
"LGM","LEGACY MINERALS HOLDINGS LIMITED","2021-09-13","Materials",12028080
"LGP","LITTLE GREEN PHARMA LTD","2020-02-20","Pharmaceuticals, Biotechnology & Life Sciences",115743496
"LHM","LAND & HOMES GROUP LIMITED","2004-10-05","Real Estate",17839618
"LIC","LIFESTYLE COMMUNITIES LIMITED","1998-12-15","Real Estate",1727085564
"LIN","LINDIAN RESOURCES LIMITED","2000-03-02","Materials",26483816
"LIO","LION ENERGY LIMITED","1972-02-15","Energy",22157732
"LIS","LI-S ENERGY LIMITED","2021-09-28","Capital Goods",601788216
"LIT","LITHIUM AUSTRALIA NL","2007-10-30","Materials","N/A"
"LITCF","LITHIUM AUSTRALIA NL","2007-10-30","Materials","N/A"
"LKE","LAKE RESOURCES N.L.","2001-08-29","Materials",1106363855
"LKN","LUKIN RESOURCES LIMITED",,"Materials",0
"LKO","LAKES BLUE ENERGY NL","1985-12-05","Energy",43270176
"LKY","LOCKSLEY RESOURCES LIMITED","2021-07-08","Materials",7280000
"LLC","LENDLEASE GROUP","1962-06-30","Real Estate",7390900816
"LLO","LION ONE METALS LIMITED","2013-06-07","Materials",211102056
"LM8","LUNNON METALS LIMITED","2021-06-16","Materials",116528829
"LME","LIMEADE INC.","2019-12-20","Software & Services",101448427
"LMG","LATROBE MAGNESIUM LIMITED","1986-12-18","Materials",148755969
"LML","LINCOLN MINERALS LIMITED","2007-03-09","Materials","N/A"
"LNK","LINK ADMINISTRATION HOLDINGS LIMITED","2015-10-27","Software & Services",2718833649
"LNU","LINIUS TECHNOLOGIES LIMITED","2011-07-26","Software & Services",27899563
"LNY","LANEWAY RESOURCES LTD","1987-04-02","Materials",28359066
"LOM","LUCAPA DIAMOND COMPANY LIMITED","2006-12-19","Materials",101826518
"LOT","LOTUS RESOURCES LIMITED","2009-02-18","Materials",282585070
"LOV","LOVISA HOLDINGS LIMITED","2014-12-18","Retailing",1778457141
"LPD","LEPIDICO LTD","1994-04-19","Materials",193409941
"LPE","LOCALITY PLANNING ENERGY HOLDINGS LIMITED","2011-10-11","Utilities",10449533
"LPI","LITHIUM POWER INTERNATIONAL LIMITED","2016-06-24","Materials",197054964
"LRD","LORD RESOURCES LIMITED",,"Class Pend",0
"LRK","LARK DISTILLING CO. LTD","2003-11-12","Food, Beverage & Tobacco",263471985
"LRL","LABYRINTH RESOURCES LIMITED","1971-07-28","Materials",34934670
"LRS","LATIN RESOURCES LIMITED","2010-09-21","Materials",54823252
"LRT","LOWELL RESOURCES FUND","2018-03-22","Not Applic",57049989
"LRV","LARVOTTO RESOURCES LIMITED","2021-12-06","Materials",11722201
"LSA","LACHLAN STAR LIMITED","1971-07-28","Materials",26380254
"LSF","L1 LONG SHORT FUND LIMITED","2018-04-24","Not Applic",1701408832
"LSR","LODESTAR MINERALS LIMITED","2007-12-21","Materials",15300311
"LSX","LION SELECTION GROUP LIMITED.","2013-03-13","Not Applic",73569223
"LTR","LIONTOWN RESOURCES LIMITED","2006-12-27","Materials",3112959781
"LV1","LIVE VERDURE LTD","2020-12-14","Food, Beverage & Tobacco",17455165
"LVE","LOVE GROUP GLOBAL LTD","2014-12-05","Software & Services",3485939
"LVH","LIVEHIRE LIMITED","2016-06-10","Software & Services",107968736
"LVT","LIVETILES LIMITED","1999-08-17","Software & Services",67059320
"LYC","LYNAS RARE EARTHS LIMITED","1986-09-11","Materials",8248041604
"LYK","LYKOS METALS LIMITED","2021-10-21","Materials",29484001
"LYL","LYCOPODIUM LIMITED","2004-12-17","Capital Goods",213007611
"LYN","LYCAON RESOURCES LTD","2021-11-17","Materials",12420000
"M24","MAMBA EXPLORATION LIMITED","2021-02-05","Materials",11891751
"M2M","MT MALCOLM MINES NL","2021-09-10","Materials",8315496
"M2R","MIRAMAR RESOURCES LIMITED","2020-10-22","Materials",9291167
"M3M","M3 MINING LIMITED","2021-07-29","Materials",6831126
"M7T","MACH7 TECHNOLOGIES LIMITED","2005-11-30","Health Care Equipment & Services",176383476
"M8S","M8 SUSTAINABLE LIMITED","2019-12-11","Commercial & Professional Services",8112564
"MAD","MADER GROUP LIMITED","2019-10-01","Commercial & Professional Services",456000000
"MAF","MA FINANCIAL GROUP LIMITED","2017-04-10","Diversified Financials",1372559017
"MAG","MAGMATIC RESOURCES LIMITED","2017-05-19","Materials",24939706
"MAH","MACMAHON HOLDINGS LIMITED","1983-12-01","Materials",344797731
"MAM","MICROEQUITIES ASSET MANAGEMENT GROUP LIMITED","2018-04-30","Diversified Financials",111304792
"MAN","MANDRAKE RESOURCES LIMITED","1987-05-29","Materials",22655789
"MAP","MICROBA LIFE SCIENCES LIMITED",,"Class Pend",0
"MAQ","MACQUARIE TELECOM GROUP LIMITED","1999-09-27","Telecommunication Services",1330466474
"MAT","MATSA RESOURCES LIMITED","2005-04-20","Materials",22973096
"MAU","MAGNETIC RESOURCES NL","2007-04-05","Materials",315201661
"MAUCA","MAGNETIC RESOURCES NL","2007-04-05","Materials",315201661
"MAY","MELBANA ENERGY LIMITED","1998-03-27","Energy",147032209
"MBH","MAGGIE BEER HOLDINGS LTD","2004-08-27","Food, Beverage & Tobacco",200263754
"MBK","METAL BANK LIMITED","2011-03-02","Materials",13039091
"MBX","MY FOODIE BOX LIMITED","2022-01-07","Food & Staples Retailing",11724998
"MCA","MURRAY COD AUSTRALIA LIMITED","2011-03-30","Food, Beverage & Tobacco",214270949
"MCE","MATRIX COMPOSITES & ENGINEERING LIMITED","2009-11-16","Energy",24832143
"MCL","MIGHTY CRAFT LIMITED","2019-12-17","Food, Beverage & Tobacco",101643757
"MCM","MC MINING LIMITED","1980-04-24","Energy",12816823
"MCP","MCPHERSON'S LIMITED","1962-06-30","Household & Personal Products",121572455
"MCR","MINCOR RESOURCES NL","1997-06-16","Materials",915416510
"MCT","METALICITY LIMITED","2005-12-21","Materials",17765072
"MCX","MARINER CORPORATION LIMITED","1986-06-20","Diversified Financials","N/A"
"MCY","MERCURY NZ LIMITED","2013-05-10","Utilities",7233817954
"MDC","MEDLAB CLINICAL LIMITED","2015-07-14","Pharmaceuticals, Biotechnology & Life Sciences",46193716
"MDI","MIDDLE ISLAND RESOURCES LIMITED","2010-12-16","Materials",15302278
"MDR","MEDADVISOR LIMITED","2011-05-26","Health Care Equipment & Services",128477793
"MDX","MINDAX LIMITED","2004-12-08","Materials",72387559
"MEA","MCGRATH LIMITED","2015-12-07","Real Estate",100944211
"MEB","MEDIBIO LIMITED","2001-01-29","Health Care Equipment & Services",9004401
"MEC","MORPHIC ETHICAL EQUITIES FUND LIMITED","2017-05-03","Diversified Financials",64329263
"MEG","MEGADO GOLD LIMITED","2020-10-27","Materials",5720000
"MEI","METEORIC RESOURCES NL","2004-07-16","Materials",22894461
"MEK","MEEKA GOLD LIMITED","1999-12-21","Materials",48780419
"MEL","METGASCO LTD","2004-12-23","Energy",20528155
"MEM","MEMPHASYS LIMITED.","2007-05-14","Pharmaceuticals, Biotechnology & Life Sciences",51491592
"MEP","MINOTAUR EXPLORATION LTD","2005-02-24","Materials",97041486
"MEU","MARMOTA LIMITED","2007-11-21","Energy",42143497
"MEZ","MERIDIAN ENERGY LIMITED","2013-10-29","Utilities",12489215057
"MFB","MY FOOD BAG GROUP LIMITED","2021-03-05","Retailing",261832526
"MFD","MAYFIELD CHILDCARE LIMITED","2016-11-30","Consumer Services",75139693
"MFF","MFF CAPITAL INVESTMENTS LIMITED","2006-12-19","Not Applic",1584129218
"MFG","MAGELLAN FINANCIAL GROUP LIMITED","2004-07-01","Diversified Financials",3797830932
"MGF","MAGELLAN GLOBAL FUND.","2020-11-30","Not Applic",2473240574
"MGH","MAAS GROUP HOLDINGS LIMITED","2020-12-04","Capital Goods",1296625435
"MGL","MAGONTEC LIMITED","1983-07-07","Materials",30308038
"MGR","MIRVAC GROUP","1999-06-16","Real Estate",10093230753
"MGT","MAGNETITE MINES LIMITED.","2006-04-06","Materials",100983900
"MGU","MAGNUM MINING AND EXPLORATION LIMITED","1987-04-23","Materials",32811564
"MGV","MUSGRAVE MINERALS LIMITED","2011-04-29","Materials",171895344
"MGX","MOUNT GIBSON IRON LIMITED","1976-02-12","Materials",683970939
"MHC","MANHATTAN CORPORATION LIMITED","2008-01-29","Energy",21367902
"MHI","MERCHANT HOUSE INTERNATIONAL LIMITED","1994-10-31","Consumer Durables & Apparel",6787188
"MHJ","MICHAEL HILL INTERNATIONAL LIMITED","2016-07-07","Retailing",528068109
"MHK","METAL HAWK LIMITED.","2020-11-19","Materials",16549618
"MI6","MINERALS 260 LIMITED","2021-10-12","Materials",99000000
"MIH","MNC MEDIA INVESTMENT LTD","2013-09-13","Media & Entertainment","N/A"
"MIL","MILLENNIUM SERVICES GROUP LIMITED","2015-11-19","Commercial & Professional Services",22749847
"MIN","MINERAL RESOURCES LIMITED","2006-07-28","Materials",8824970360
"MIO","MACARTHUR MINERALS LIMITED","2019-12-06","Materials",56604926
"MIR","MIRRABOOKA INVESTMENTS LIMITED","2001-06-28","Not Applic",634126774
"MKG","MAKO GOLD LIMITED","2018-04-16","Materials",33637261
"MKL","MIGHTY KINGDOM LIMITED","2021-04-21","Media & Entertainment",25690052
"MKR","MANUKA RESOURCES LTD.","2020-07-14","Materials",91580262
"MLD","MACA LIMITED","2010-11-03","Materials",266534460
"MLG","MLG OZ LIMITED","2021-05-04","Materials",119448714
"MLM","METALLICA MINERALS LIMITED","2004-11-23","Materials",17980012
"MLS","METALS AUSTRALIA LTD","1986-01-23","Materials",11524836
"MLX","METALS X LIMITED","2004-08-26","Materials",530750649
"MM1","MIDAS MINERALS LTD","2021-09-07","Materials",10876113
"MM8","MEDALLION METALS LIMITED.","2021-03-22","Materials",44008226
"MMC","MITRE MINING CORPORATION LIMITED","2021-09-30","Materials",6327019
"MME","MONEYME LIMITED","2019-12-12","Diversified Financials",308592002
"MMG","MONGER GOLD LTD","2021-07-06","Materials",7000000
"MMI","METRO MINING LIMITED","2009-12-04","Materials",77708012
"MML","MEDUSA MINING LIMITED","2003-12-23","Materials",164285478
"MMM","MARLEY SPOON AG","2018-07-02","Consumer Services",175174800
"MMR","MEC RESOURCES LIMITED","2006-05-29","Energy","N/A"
"MMS","MCMILLAN SHAKESPEARE LIMITED","2004-03-15","Commercial & Professional Services",932442339
"MNB","MINBOS RESOURCES LIMITED","2010-10-18","Materials",65707237
"MND","MONADELPHOUS GROUP LIMITED","1991-03-28","Capital Goods",1060609196
"MNS","MAGNIS ENERGY TECHNOLOGIES LTD","2005-10-25","Materials",420105061
"MNY","MONEY3 CORPORATION LIMITED","2006-10-19","Diversified Financials",653106186
"MOB","MOBILICOM LIMITED","2017-05-02","Technology Hardware & Equipment",18028456
"MOH","MOHO RESOURCES LIMITED","2018-11-07","Materials",6506435
"MOQ","MOQ LIMITED","2000-12-19","Software & Services",25725116
"MOT","METRICS INCOME OPPORTUNITIES TRUST","2019-04-29","Not Applic",452140993
"MOZ","MOSAIC BRANDS LIMITED","2000-05-11","Retailing",56470538
"MP1","MEGAPORT LIMITED","2015-12-17","Software & Services",2050178228
"MPA","MAD PAWS HOLDINGS LIMITED","2021-03-26","Retailing",41970880
"MPG","MANY PEAKS GOLD LIMITED",,"Class Pend",0
"MPL","MEDIBANK PRIVATE LIMITED","2014-11-25","Insurance",8978050562
"MPP","METRO PERFORMANCE GLASS LIMITED","2014-07-30","Capital Goods",70443673
"MPR","MPOWER GROUP LIMITED","1974-01-01","Diversified Financials",8884798
"MPX","MUSTERA PROPERTY GROUP LIMITED","2014-11-28","Real Estate",42549364
"MQG","MACQUARIE GROUP LIMITED","2007-11-05","Diversified Financials",71550284301
"MQR","MARQUEE RESOURCES LIMITED","2017-03-15","Materials",23591161
"MR1","MONTEM RESOURCES LIMITED.","2020-09-15","Materials",14200467
"MRC","MINERAL COMMODITIES LTD","1981-08-14","Materials",66873829
"MRD","MOUNT RIDLEY MINES LIMITED","2004-09-15","Materials",51656264
"MRG","MURRAY RIVER ORGANICS GROUP LIMITED","2016-12-16","Food, Beverage & Tobacco",10808210
"MRI","MY REWARDS INTERNATIONAL LIMITED","2022-02-11","Commercial & Professional Services",14451447
"MRL","MAYUR RESOURCES LIMITED","2017-09-21","Materials",40014040
"MRM","MMA OFFSHORE LIMITED","1999-06-21","Energy",174274194
"MRQ","MRG METALS LIMITED","2011-06-08","Materials",17470586
"MRR","MINREX RESOURCES LIMITED","2011-11-11","Materials",49602610
"MRZ","MONT ROYAL RESOURCES LIMITED","2019-05-07","Materials",21534223
"MSB","MESOBLAST LIMITED","2004-12-16","Pharmaceuticals, Biotechnology & Life Sciences",715500006
"MSG","MCS SERVICES LIMITED","2012-01-17","Commercial & Professional Services",11149499
"MSI","MULTISTACK INTERNATIONAL LIMITED","1993-02-11","Capital Goods",6815196
"MSL","MSL SOLUTIONS LIMITED.","2017-05-04","Software & Services",76496557
"MSV","MITCHELL SERVICES LIMITED","2011-08-02","Materials",84355839
"MTB","MOUNT BURGESS MINING NL","1985-09-05","Materials",4555027
"MTC","METALSTECH LIMITED","2017-02-24","Materials",37499533
"MTH","MITHRIL RESOURCES LIMITED","2002-11-18","Materials",30962796
"MTM","MT MONGER RESOURCES LIMITED","2021-07-15","Materials",7108618
"MTO","MOTORCYCLE HOLDINGS LIMITED","2016-04-29","Retailing",183268929
"MTR","METAL TIGER PLC","2021-05-27","Materials",67769430
"MTS","METCASH LIMITED","2005-04-08","Food & Staples Retailing",4064930144
"MVF","MONASH IVF GROUP LIMITED","2014-06-26","Health Care Equipment & Services",424701976
"MVL","MARVEL GOLD LIMITED","2016-06-14","Materials",29346640
"MVP","MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED","2003-12-15","Pharmaceuticals, Biotechnology & Life Sciences",258033806
"MWY","MIDWAY LIMITED","2016-12-08","Materials",105676829
"MX1","MICRO-X LIMITED","2015-12-22","Health Care Equipment & Services",92063858
"MXC","MGC PHARMACEUTICALS LTD","2006-12-21","Pharmaceuticals, Biotechnology & Life Sciences",65242375
"MXI","MAXIPARTS LIMITED","1994-12-07","Capital Goods",121647016
"MXO","MOTIO LTD","2011-05-09","Media & Entertainment",18151227
"MXR","MAXIMUS RESOURCES LIMITED","2005-10-26","Materials",20663875
"MXT","METRICS MASTER INCOME TRUST","2017-10-09","Not Applic",1609449941
"MYD","MYDEAL.COM.AU LIMITED","2020-10-22","Retailing",142355018
"MYE","METAROCK GROUP LIMITED","2010-05-07","Materials",94969597
"MYG","MAYFIELD GROUP HOLDINGS LIMITED","1986-10-30","Capital Goods",33439852
"MYL","MALLEE RESOURCES LIMITED","2007-12-03","Materials","N/A"
"MYR","MYER HOLDINGS LIMITED","2009-11-02","Retailing",349043496
"MYS","MYSTATE LIMITED","2009-09-10","Banks",511681999
"MYX","MAYNE PHARMA GROUP LIMITED","2007-06-29","Pharmaceuticals, Biotechnology & Life Sciences",476507004
"MZZ","MATADOR MINING LIMITED","2017-03-08","Materials",61742259
"N1H","N1 HOLDINGS LIMITED","2016-03-18","Banks",16311115
"NAB","NATIONAL AUSTRALIA BANK LIMITED","1962-01-31","Banks",97500375627
"NAC","NAOS EX-50 OPPORTUNITIES COMPANY LIMITED","2014-11-12","Not Applic",48180747
"NAE","NEW AGE EXPLORATION LIMITED","1994-02-18","Energy",20102585
"NAG","NAGAMBIE RESOURCES LIMITED","2006-06-23","Materials",24496685
"NAM","NAMOI COTTON LIMITED","1998-04-06","Commercial & Professional Services",77406495
"NAN","NANOSONICS LIMITED","2007-05-17","Health Care Equipment & Services",1252508255
"NBI","NB GLOBAL CORPORATE INCOME TRUST","2018-09-26","Not Applic",725600013
"NC1","NICO RESOURCES LIMITED","2022-01-19","Materials",58695001
"NC6","NANOLLOSE LIMITED","2017-10-18","Pharmaceuticals, Biotechnology & Life Sciences",16377500
"NCC","NAOS EMERGING OPPORTUNITIES COMPANY LIMITED","2013-02-26","Not Applic",79518567
"NCK","NICK SCALI LIMITED","2004-05-26","Retailing",1016550000
"NCL","NETCCENTRIC LIMITED","2015-07-06","Media & Entertainment",29716225
"NCM","NEWCREST MINING LIMITED","1987-06-04","Materials",20129950588
"NCR","NUCOAL RESOURCES LIMITED","1996-05-31","Materials",7686124
"NCZ","NEW CENTURY RESOURCES LIMITED","2010-12-08","Materials",241022912
"NEA","NEARMAP LTD","2000-12-07","Software & Services",621200917
"NEC","NINE ENTERTAINMENT CO. HOLDINGS LIMITED","2013-12-06","Media & Entertainment",4621615716
"NES","NELSON RESOURCES LIMITED.","2017-12-07","Materials",6915866
"NET","NETLINKZ LIMITED","2011-01-13","Software & Services",65263206
"NEU","NEUREN PHARMACEUTICALS LIMITED","2005-02-03","Pharmaceuticals, Biotechnology & Life Sciences",500386823
"NEW","NEW ENERGY SOLAR LIMITED","2017-12-04","Utilities",291735067
"NFL","NORFOLK METALS LIMITED",,"Class Pend",0
"NGE","NGE CAPITAL LIMITED","2007-12-28","Not Applic",28491370
"NGI","NAVIGATOR GLOBAL INVESTMENTS LIMITED","2006-04-28","Diversified Financials",315155276
"NGS","NUTRITIONAL GROWTH SOLUTIONS LTD","2020-10-30","Household & Personal Products",19482312
"NGY","NUENERGY GAS LIMITED","1987-01-15","Energy",37023887
"NHC","NEW HOPE CORPORATION LIMITED","2003-09-16","Energy",2105863417
"NHF","NIB HOLDINGS LIMITED","2007-11-05","Insurance",3122100308
"NIC","NICKEL MINES LIMITED","2018-08-20","Materials",3803569347
"NIM","NIMY RESOURCES LIMITED","2021-11-22","Materials",25139035
"NIS","NICKELSEARCH LIMITED","2021-10-18","Materials",24975364
"NKL","NICKELX LIMITED","2021-05-07","Materials",9971449
"NME","NEX METALS EXPLORATION LIMITED","2007-12-06","Materials",9879874
"NML","NAVARRE MINERALS LIMITED","2011-03-31","Materials",124185166
"NMR","NATIVE MINERAL RESOURCES HOLDINGS LIMITED","2020-11-16","Materials",22799541
"NMT","NEOMETALS LTD","2002-07-10","Materials",721114961
"NNG","NEXION GROUP LTD","2021-02-18","Software & Services",20556954
"NOL","NOBLEOAK LIFE LIMITED","2021-07-22","Insurance",200620288
"NOR","NORWOOD SYSTEMS LIMITED","1995-06-27","Software & Services",4139868
"NOU","NOUMI LIMITED","1985-11-07","Food, Beverage & Tobacco",83132796
"NOV","NOVATTI GROUP LIMITED","2016-01-18","Software & Services",83824380
"NOX","NOXOPHARM LIMITED","2016-08-09","Pharmaceuticals, Biotechnology & Life Sciences",105205662
"NPM","NEWPEAK METALS LIMITED","2011-04-11","Materials",8849750
"NPR","NEWMARK PROPERTY REIT","2021-12-06","Real Estate",305169139
"NRX","NORONEX LIMITED","2017-11-15","Materials",14948935
"NSB","NEUROSCIENTIFIC BIOPHARMACEUTICALS LTD","2018-07-27","Pharmaceuticals, Biotechnology & Life Sciences",41606776
"NSC","NAOS SMALL CAP OPPORTUNITIES COMPANY LIMITED","2004-03-25","Not Applic",125493733
"NSE","NEW STANDARD ENERGY LIMITED","2007-08-15","Energy","N/A"
"NSM","NORTH STAWELL MINERALS LTD","2020-09-24","Materials",33635560
"NSR","NATIONAL STORAGE REIT","2013-12-19","Real Estate",2972001348
"NST","NORTHERN STAR RESOURCES LTD","2003-12-17","Materials",11646111990
"NSX","NSX LIMITED","2005-01-13","Diversified Financials",20065529
"NTD","NATIONAL TYRE & WHEEL LIMITED","2017-12-15","Retailing",177785079
"NTI","NEUROTECH INTERNATIONAL LIMITED","2016-11-04","Health Care Equipment & Services",34884956
"NTL","NEW TALISMAN GOLD MINES LIMITED","1987-05-28","Materials",6254451
"NTO","NITRO SOFTWARE LIMITED","2019-12-11","Software & Services",414283343
"NTU","NORTHERN MINERALS LIMITED","2006-11-15","Materials",243043485
"NUC","NUCHEV LIMITED","2019-12-09","Food, Beverage & Tobacco",23026257
"NUF","NUFARM LIMITED","1988-11-10","Materials",2120162934
"NUH","NUHEARA LIMITED","2010-03-05","Technology Hardware & Equipment",29402542
"NVA","NOVA MINERALS LIMITED","1987-06-11","Materials",165786102
"NVU","NANOVEU LIMITED","2018-11-30","Technology Hardware & Equipment",6687872
"NVX","NOVONIX LIMITED","2015-12-02","Technology Hardware & Equipment",2574901841
"NWC","NEW WORLD RESOURCES LIMITED","2005-09-21","Materials",105247086
"NWE","NORWEST ENERGY NL","1997-09-19","Energy",190376391
"NWF","NEWFIELD RESOURCES LIMITED","2012-06-08","Materials",278533066
"NWH","NRW HOLDINGS LIMITED","2007-09-05","Capital Goods",1013138114
"NWL","NETWEALTH GROUP LIMITED","2017-11-20","Diversified Financials",3474332414
"NWM","NORWEST MINERALS LIMITED","2018-11-29","Materials",10114009
"NWS","NEWS CORPORATION..","2013-06-19","Media & Entertainment",18000291811
"NWSLV","NEWS CORPORATION..","2013-06-19","Media & Entertainment",18000291811
"NXG","NEXGEN ENERGY (CANADA) LTD","2021-07-02","Energy",2880281880
"NXL","NUIX LIMITED","2020-12-04","Software & Services",437894416
"NXM","NEXUS MINERALS LIMITED","2007-02-23","Materials",95592925
"NXS","NEXT SCIENCE LIMITED","2019-04-18","Health Care Equipment & Services",204030066
"NXT","NEXTDC LIMITED","2010-12-13","Software & Services",4666665811
